# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	8449	COG1	184	8.327660e-5	1.000000e+0	8.498287e-3	1.170106e+1	4.273119e-1	5	2.097236e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-142,chr17-1681,chr17-282,chr17-407,chr17-785	COG1
Ensembl Genes	9120	TRIP10	185	8.330102e-5	1.000000e+0	8.454828e-3	1.810061e+1	2.209870e-1	4	1.084599e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-120,chr19-126,chr19-145,chr19-641	TRIP10
Ensembl Genes	18913	NSMF	186	8.443963e-5	1.000000e+0	8.524317e-3	8.672592e+0	6.918347e-1	6	3.395508e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-123,chr9-165,chr9-388,chr9-39,chr9-427,chr9-590	NSMF
Ensembl Genes	16138	GCLC	187	8.489755e-5	1.000000e+0	8.524713e-3	4.643058e+0	2.153753e+0	10	1.057057e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr6-11,chr6-1253,chr6-1377,chr6-1848,chr6-250,chr6-255,chr6-296,chr6-927,chr6-928,chr6-981	GCLC
Ensembl Genes	15442	NEURL1B	188	8.521392e-5	1.000000e+0	8.510967e-3	4.640920e+0	2.154745e+0	10	1.057544e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-119,chr5-182,chr5-222,chr5-230,chr5-263,chr5-295,chr5-459,chr5-612,chr5-718,chr5-96	NEURL1B
Ensembl Genes	7410	FOXL1	189	8.655293e-5	1.000000e+0	8.598965e-3	3.009264e+0	5.649221e+0	17	2.772624e-4	8.343558e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-126,chr16-1297,chr16-1373,chr16-1374,chr16-1375,chr16-1472,chr16-1590,chr16-2077,chr16-2078,chr16-386,chr16-522,chr16-536,chr16-582,chr16-722,chr16-774,chr16-991,chr16-992	FOXL1
Ensembl Genes	12604	PISD	190	8.668874e-5	1.000000e+0	8.567129e-3	5.160358e+0	1.744065e+0	9	8.559829e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-128,chr22-165,chr22-298,chr22-308,chr22-432,chr22-498,chr22-660,chr22-716,chr22-84	PISD
Ensembl Genes	12133	BIRC7	191	8.782725e-5	1.000000e+0	8.634200e-3	1.785184e+1	2.240665e-1	4	1.099713e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-171,chr20-229,chr20-338,chr20-372	BIRC7
Ensembl Genes	11204	ITGA6	192	8.908654e-5	1.000000e+0	8.712385e-3	3.904630e+0	3.073275e+0	12	1.508356e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-228,chr2-2417,chr2-2418,chr2-2419,chr2-256,chr2-2922,chr2-2923,chr2-3226,chr2-410,chr2-4160,chr2-586,chr2-999	ITGA6
Ensembl Genes	6326	SLC51B	193	8.970157e-5	1.000000e+0	8.727080e-3	1.775347e+1	2.253080e-1	4	1.105806e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr15-109,chr15-143,chr15-234,chr15-60	SLC51B
Ensembl Genes	12057	NFATC2	194	9.186336e-5	1.000000e+0	8.891331e-3	3.119501e+0	5.129026e+0	16	2.517313e-4	7.852761e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1051,chr20-1110,chr20-1111,chr20-1272,chr20-1370,chr20-1372,chr20-208,chr20-228,chr20-318,chr20-363,chr20-378,chr20-384,chr20-475,chr20-659,chr20-803,chr20-96	NFATC2
Ensembl Genes	14092	KLF3	195	9.438189e-5	1.000000e+0	9.088250e-3	2.987197e+0	5.690954e+0	17	2.793106e-4	8.343558e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr4-1098,chr4-1103,chr4-144,chr4-149,chr4-226,chr4-268,chr4-280,chr4-300,chr4-516,chr4-625,chr4-627,chr4-628,chr4-792,chr4-80,chr4-83,chr4-865,chr4-975	KLF3
Ensembl Genes	12313	ETS2	196	9.454238e-5	1.000000e+0	9.057256e-3	3.631347e+0	3.579939e+0	13	1.757025e-4	6.380368e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr21-105,chr21-110,chr21-143,chr21-144,chr21-16,chr21-2,chr21-228,chr21-52,chr21-57,chr21-70,chr21-71,chr21-91,chr21-97	ETS2
Ensembl Genes	11577	PRLH	197	9.489862e-5	1.000000e+0	9.045235e-3	8.487358e+0	7.069338e-1	6	3.469614e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-1048,chr2-1193,chr2-1524,chr2-4302,chr2-452,chr2-482	PRLH
Ensembl Genes	18650	RBM18	198	9.648847e-5	1.000000e+0	9.150323e-3	8.461291e+0	7.091116e-1	6	3.480303e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-1212,chr9-49,chr9-519,chr9-540,chr9-561,chr9-619	RBM18
Ensembl Genes	15176	EGR1	199	9.671293e-5	1.000000e+0	9.125521e-3	8.457651e+0	7.094168e-1	6	3.481800e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-325,chr5-402,chr5-496,chr5-542,chr5-607,chr5-70	EGR1
Ensembl Genes	12554	KREMEN1	200	9.838201e-5	1.000000e+0	9.236595e-3	4.558934e+0	2.193495e+0	10	1.076562e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-124,chr22-186,chr22-197,chr22-284,chr22-295,chr22-328,chr22-388,chr22-42,chr22-450,chr22-657	KREMEN1
Ensembl Genes	2745	PWWP2B	201	9.871259e-5	1.000000e+0	9.221524e-3	5.778195e+0	1.384515e+0	8	6.795168e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-1200,chr10-129,chr10-217,chr10-254,chr10-52,chr10-798,chr10-850,chr10-96	PWWP2B
Ensembl Genes	18721	SLC25A25	202	1.005939e-4	1.000000e+0	9.350751e-3	1.123425e+1	4.450674e-1	5	2.184380e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-253,chr9-265,chr9-282,chr9-30,chr9-827	SLC25A25
Ensembl Genes	8558	CYTH1	203	1.027685e-4	1.000000e+0	9.505833e-3	5.043703e+0	1.784403e+0	9	8.757808e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-114,chr17-140,chr17-209,chr17-302,chr17-308,chr17-353,chr17-371,chr17-624,chr17-691	CYTH1
Ensembl Genes	5977	TRMT61A	204	1.041150e-4	1.000000e+0	9.583173e-3	1.707388e+1	2.342759e-1	4	1.149821e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr14-1227,chr14-131,chr14-216,chr14-244	TRMT61A
Ensembl Genes	13288	FLNB	205	1.062251e-4	1.000000e+0	9.729701e-3	3.830629e+0	3.132645e+0	12	1.537494e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-132,chr3-142,chr3-1460,chr3-199,chr3-262,chr3-310,chr3-311,chr3-357,chr3-426,chr3-501,chr3-514,chr3-557	FLNB
Ensembl Genes	9341	NANOS3	206	1.099215e-4	1.000000e+0	1.001940e-2	8.259253e+0	7.264580e-1	6	3.565438e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-224,chr19-480,chr19-521,chr19-557,chr19-771,chr19-852	NANOS3
Ensembl Genes	18843	NACC2	207	1.125303e-4	1.000000e+0	1.020764e-2	6.662548e+0	1.050649e+0	7	5.156560e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr9-182,chr9-239,chr9-300,chr9-31,chr9-609,chr9-71,chr9-94	NACC2
Ensembl Genes	12037	ZNFX1	208	1.155650e-4	1.000000e+0	1.043252e-2	4.964472e+0	1.812882e+0	9	8.897579e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1044,chr20-1109,chr20-1566,chr20-178,chr20-28,chr20-294,chr20-524,chr20-731,chr20-870	ZNFX1
Ensembl Genes	6820	SOCS1	209	1.160780e-4	1.000000e+0	1.042869e-2	4.465933e+0	2.239174e+0	10	1.098981e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1169,chr16-1760,chr16-403,chr16-459,chr16-561,chr16-573,chr16-587,chr16-599,chr16-816,chr16-886	SOCS1
Ensembl Genes	9167	CD320	210	1.181000e-4	1.000000e+0	1.055983e-2	8.149853e+0	7.362096e-1	6	3.613299e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-1029,chr19-223,chr19-298,chr19-44,chr19-479,chr19-497	CD320
Ensembl Genes	4977	OASL	211	1.191689e-4	1.000000e+0	1.060490e-2	8.136209e+0	7.374442e-1	6	3.619358e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-350,chr12-411,chr12-460,chr12-461,chr12-642,chr12-93	OASL
Ensembl Genes	2390	RPS24	212	1.227342e-4	1.000000e+0	1.087066e-2	2.725799e+0	6.970434e+0	19	3.421072e-4	9.325153e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-1260,chr10-1397,chr10-1577,chr10-208,chr10-246,chr10-251,chr10-264,chr10-284,chr10-383,chr10-460,chr10-479,chr10-521,chr10-57,chr10-6,chr10-712,chr10-764,chr10-765,chr10-820,chr10-885	RPS24
Ensembl Genes	10453	LAPTM4A	213	1.251397e-4	1.000000e+0	1.103168e-2	5.579224e+0	1.433891e+0	8	7.037503e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-1014,chr2-160,chr2-262,chr2-273,chr2-43,chr2-578,chr2-645,chr2-731	LAPTM4A
Ensembl Genes	5943	CCDC85C	214	1.255399e-4	1.000000e+0	1.101525e-2	6.543881e+0	1.069702e+0	7	5.250069e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr14-113,chr14-2029,chr14-354,chr14-361,chr14-362,chr14-505,chr14-746	CCDC85C
Ensembl Genes	6786	NUDT16L1	215	1.256186e-4	1.000000e+0	1.097089e-2	8.056796e+0	7.447129e-1	6	3.655032e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1051,chr16-1232,chr16-2358,chr16-445,chr16-532,chr16-812	NUDT16L1
Ensembl Genes	18106	PARP10	216	1.269642e-4	1.000000e+0	1.103707e-2	1.620733e+1	2.468019e-1	4	1.211298e-5	1.963190e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr8-1174,chr8-230,chr8-539,chr8-540	PARP10
Ensembl Genes	12616	FBXO7	217	1.292488e-4	1.000000e+0	1.118389e-2	4.406276e+0	2.269490e+0	10	1.113860e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-158,chr22-187,chr22-198,chr22-203,chr22-215,chr22-221,chr22-263,chr22-434,chr22-63,chr22-864	FBXO7
Ensembl Genes	15177	ETF1	218	1.293180e-4	1.000000e+0	1.113855e-2	8.013361e+0	7.487495e-1	6	3.674844e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr5-325,chr5-402,chr5-44,chr5-496,chr5-542,chr5-607	ETF1
Ensembl Genes	8149	ARL4D	219	1.318550e-4	1.000000e+0	1.130521e-2	4.876616e+0	1.845542e+0	9	9.057875e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-152,chr17-1529,chr17-225,chr17-249,chr17-255,chr17-331,chr17-419,chr17-427,chr17-563	ARL4D
Ensembl Genes	6656	C1QTNF8	220	1.345676e-4	1.000000e+0	1.148534e-2	1.054876e+1	4.739895e-1	5	2.326329e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-170,chr16-283,chr16-338,chr16-54,chr16-948	C1QTNF8
Ensembl Genes	8946	WDR18	221	1.349493e-4	1.000000e+0	1.146581e-2	1.054228e+1	4.742808e-1	5	2.327759e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-231,chr19-362,chr19-387,chr19-493,chr19-653	WDR18
Ensembl Genes	6974	NPIPB11	222	1.349928e-4	1.000000e+0	1.141784e-2	3.731417e+0	3.215936e+0	12	1.578374e-4	5.889571e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1127,chr16-1188,chr16-144,chr16-1535,chr16-1536,chr16-1657,chr16-1799,chr16-2000,chr16-207,chr16-601,chr16-629,chr16-715	NPIPB11
Ensembl Genes	7810	KSR1	223	1.373398e-4	1.000000e+0	1.156426e-2	4.372840e+0	2.286843e+0	10	1.122377e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-1004,chr17-1111,chr17-1180,chr17-1331,chr17-374,chr17-664,chr17-73,chr17-826,chr17-867,chr17-904	KSR1
Ensembl Genes	217	FAM131C	224	1.451849e-4	1.000000e+0	1.217025e-2	7.842213e+0	7.650901e-1	6	3.755044e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1482,chr1-1672,chr1-189,chr1-675,chr1-882,chr1-973	FAM131C
Ensembl Genes	740	FGGY	225	1.486377e-4	1.000000e+0	1.240431e-2	2.684311e+0	7.078167e+0	19	3.473947e-4	9.325153e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1029,chr1-1074,chr1-1181,chr1-1232,chr1-1233,chr1-1516,chr1-1600,chr1-167,chr1-1708,chr1-1709,chr1-1710,chr1-2302,chr1-2798,chr1-55,chr1-761,chr1-802,chr1-826,chr1-864,chr1-923	FGGY
Ensembl Genes	7765	ALKBH5	226	1.492456e-4	1.000000e+0	1.239993e-2	7.801899e+0	7.690435e-1	6	3.774447e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-1424,chr17-1509,chr17-1620,chr17-326,chr17-628,chr17-684	ALKBH5
Ensembl Genes	10999	PSD4	227	1.511578e-4	1.000000e+0	1.250348e-2	6.346567e+0	1.102959e+0	7	5.413293e-5	3.435583e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr2-147,chr2-1585,chr2-2619,chr2-432,chr2-537,chr2-652,chr2-96	PSD4
Ensembl Genes	5061	GALNT9	228	1.529570e-4	1.000000e+0	1.259681e-2	4.314001e+0	2.318034e+0	10	1.137685e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-104,chr12-1104,chr12-278,chr12-300,chr12-323,chr12-450,chr12-506,chr12-622,chr12-85,chr12-957	GALNT9
Ensembl Genes	6811	GRIN2A	229	1.560513e-4	1.000000e+0	1.279553e-2	2.526737e+0	8.311116e+0	21	4.079075e-4	1.030675e-3	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1006,chr16-1055,chr16-1056,chr16-1166,chr16-1167,chr16-1314,chr16-1401,chr16-1623,chr16-1753,chr16-2125,chr16-256,chr16-288,chr16-299,chr16-302,chr16-316,chr16-458,chr16-481,chr16-586,chr16-706,chr16-74,chr16-885	GRIN2A
Ensembl Genes	5923	DICER1	230	1.561752e-4	1.000000e+0	1.275001e-2	3.447541e+0	3.770804e+0	13	1.850701e-4	6.380368e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr14-102,chr14-1386,chr14-145,chr14-2021,chr14-252,chr14-284,chr14-309,chr14-380,chr14-435,chr14-447,chr14-65,chr14-978,chr14-979	DICER1
Ensembl Genes	6104	BMF	231	1.562573e-4	1.000000e+0	1.270149e-2	7.735208e+0	7.756741e-1	6	3.806989e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr15-100,chr15-210,chr15-219,chr15-264,chr15-385,chr15-471	BMF
Ensembl Genes	13050	ACKR2	232	1.572275e-4	1.000000e+0	1.272526e-2	1.019808e+1	4.902886e-1	5	2.406324e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr3-1813,chr3-232,chr3-356,chr3-644,chr3-679	ACKR2
Ensembl Genes	12772	SCUBE1	233	1.581557e-4	1.000000e+0	1.274545e-2	5.388360e+0	1.484682e+0	8	7.286781e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-19,chr22-24,chr22-396,chr22-483,chr22-516,chr22-52,chr22-61,chr22-897	SCUBE1
Ensembl Genes	5627	VCPKMT	234	1.613233e-4	1.000000e+0	1.294516e-2	4.285128e+0	2.333653e+0	10	1.145351e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr14-1056,chr14-1057,chr14-1349,chr14-211,chr14-221,chr14-305,chr14-314,chr14-444,chr14-495,chr14-778	VCPKMT
Ensembl Genes	2176	MAP3K8	235	1.654624e-4	1.000000e+0	1.322080e-2	4.728208e+0	1.903470e+0	9	9.342182e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr10-1005,chr10-1224,chr10-271,chr10-37,chr10-403,chr10-456,chr10-617,chr10-64,chr10-657	MAP3K8
Ensembl Genes	12819	SELENOO	236	1.692596e-4	1.000000e+0	1.346690e-2	1.003567e+1	4.982231e-1	5	2.445267e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-267,chr22-301,chr22-364,chr22-693,chr22-87	SELENOO
Ensembl Genes	12679	TMEM184B	237	1.692875e-4	1.000000e+0	1.341228e-2	7.620059e+0	7.873955e-1	6	3.864518e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-138,chr22-163,chr22-264,chr22-669,chr22-68,chr22-73	TMEM184B
Ensembl Genes	4882	IFT81	238	1.699844e-4	1.000000e+0	1.341091e-2	4.710820e+0	1.910495e+0	9	9.376665e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-1078,chr12-261,chr12-313,chr12-32,chr12-60,chr12-616,chr12-617,chr12-618,chr12-68	IFT81
Ensembl Genes	697	CPT2	239	1.708987e-4	1.000000e+0	1.342663e-2	1.001461e+1	4.992704e-1	5	2.450407e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1175,chr1-2292,chr1-446,chr1-53,chr1-96	CPT2
Ensembl Genes	7104	BRD7	240	1.716069e-4	1.000000e+0	1.342609e-2	4.704705e+0	1.912978e+0	9	9.388851e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1026,chr16-125,chr16-1345,chr16-234,chr16-350,chr16-472,chr16-63,chr16-761,chr16-762	BRD7
Ensembl Genes	12109	TAF4	241	1.720837e-4	1.000000e+0	1.340753e-2	2.836617e+0	5.993054e+0	17	2.941376e-4	8.343558e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1064,chr20-1287,chr20-1386,chr20-1481,chr20-1585,chr20-2049,chr20-2051,chr20-248,chr20-2579,chr20-3000,chr20-3001,chr20-312,chr20-385,chr20-406,chr20-540,chr20-541,chr20-926	TAF4
Ensembl Genes	9961	ZC3H4	242	1.736060e-4	1.000000e+0	1.347025e-2	9.980369e+0	5.009835e-1	5	2.458815e-5	2.453988e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr19-155,chr19-192,chr19-37,chr19-525,chr19-586	ZC3H4
Ensembl Genes	7435	PABPN1L	243	1.750192e-4	1.000000e+0	1.352401e-2	7.572633e+0	7.923268e-1	6	3.888721e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr16-1226,chr16-1381,chr16-1910,chr16-2328,chr16-312,chr16-636	PABPN1L
Ensembl Genes	12350	SIK1	244	1.759614e-4	1.000000e+0	1.354110e-2	4.238344e+0	2.359412e+0	10	1.157994e-4	4.907975e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr21-106,chr21-125,chr21-126,chr21-139,chr21-183,chr21-23,chr21-331,chr21-64,chr21-93,chr21-98	SIK1
Ensembl Genes	12391	POFUT2	245	1.812671e-4	1.000000e+0	1.389246e-2	4.669575e+0	1.927370e+0	9	9.459485e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr21-160,chr21-22,chr21-25,chr21-28,chr21-365,chr21-402,chr21-403,chr21-7,chr21-99	POFUT2
Ensembl Genes	4649	CTDSP2	246	1.822147e-4	1.000000e+0	1.390831e-2	7.515594e+0	7.983401e-1	6	3.918234e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr12-146,chr12-197,chr12-292,chr12-385,chr12-917,chr12-981	CTDSP2
Ensembl Genes	12132	YTHDF1	247	1.833680e-4	1.000000e+0	1.393968e-2	5.270546e+0	1.517869e+0	8	7.449665e-5	3.926380e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr20-1486,chr20-1873,chr20-20,chr20-2058,chr20-3020,chr20-497,chr20-810,chr20-811	YTHDF1
Ensembl Genes	8447	SLC39A11	248	1.833793e-4	1.000000e+0	1.388433e-2	2.639161e+0	7.199259e+0	19	3.533378e-4	9.325153e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr17-1292,chr17-1384,chr17-1387,chr17-1389,chr17-1460,chr17-1678,chr17-183,chr17-2224,chr17-2226,chr17-28,chr17-286,chr17-349,chr17-369,chr17-399,chr17-489,chr17-596,chr17-621,chr17-622,chr17-87	SLC39A11
Ensembl Genes	273	CDA	249	1.838053e-4	1.000000e+0	1.386069e-2	7.503339e+0	7.996441e-1	6	3.924633e-5	2.944785e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr1-1019,chr1-1675,chr1-1913,chr1-413,chr1-454,chr1-937	CDA
Ensembl Genes	12803	CELSR1	250	1.865104e-4	1.000000e+0	1.400842e-2	4.651364e+0	1.934916e+0	9	9.496521e-5	4.417178e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr22-117,chr22-193,chr22-25,chr22-282,chr22-322,chr22-519,chr22-639,chr22-640,chr22-749	CELSR1
Ensembl Genes	17287	KLF14	251	1.885635e-4	1.000000e+0	1.410620e-2	3.201839e+0	4.372487e+0	14	2.146006e-4	6.871166e-4	1	6.638973e-1	1.000000e+0	1.000000e+0	1.506257e+0	6.638973e-1	1	1	8.021819e-5	1.000000e+0	chr7-1065,chr7-1164,chr7-1279,chr7-156,chr7-1607,chr7-231,chr7-252,chr7-278,chr7-37,chr7-383,chr7-561,chr7-711,chr7-91,chr7-974	KLF14
